date,sarima,sarima_low,sarima_high,ml
2026-06-20,4.017788538943253,0.0,8.355423097808515,3.862032711430369
2026-06-21,4.2126551163102395,0.0,8.578309575967602,2.006709140258492
2026-06-22,4.496473754923063,0.12546764407925348,8.867479865766871,2.640740328386766
2026-06-23,4.136971887789242,0.0,8.512378382810049,2.5536824892303187
2026-06-24,4.131648909010055,0.0,8.511386753566434,4.29050960942344
2026-06-25,4.5466579286182345,0.16259765705444273,8.930718200182026,2.6481095149145295
2026-06-26,4.224447053362401,0.0,8.612825159562302,2.5848712432451855
2026-06-27,4.320231537877407,0.0,8.72644253442542,2.2583709675099164
2026-06-28,4.326675097652266,0.0,8.73825346107611,2.204364836903438
2026-06-29,4.32453910949328,0.0,8.740862248055997,3.1912399722554037
2026-06-30,4.328049435830808,0.0,8.7490692645221,3.3131814853940935
2026-07-01,4.328103903817086,0.0,8.753812344325766,2.9885263314664234
2026-07-02,4.324101919642242,0.0,8.754493786914962,3.1048409321486967
2026-07-03,4.327209231767253,0.0,8.76227956401576,2.6447695693456845
2026-07-04,4.326285518862539,0.0,8.76594071556778,2.1923877636556806
2026-07-05,4.326223379375263,0.0,8.770537161400606,2.504061625648526
2026-07-06,4.326243978149155,0.0,8.775217152874252,3.2183783261951064
2026-07-07,4.3262101257162,0.0,8.779838228783586,3.374677400997884
2026-07-08,4.326209600444876,0.0,8.784487801206303,3.408647621246212
2026-07-09,4.32624819426486,0.0,8.789171649736556,3.4946807845619507
2026-07-10,4.3262182283680595,0.0,8.793782108693769,2.627652211206035
2026-07-11,4.3262271363517,0.0,8.798427479192178,2.1752704055160312
2026-07-12,4.3262277356044905,0.0,8.803058984399605,2.3319784362926654
2026-07-13,4.326227536956686,0.0,8.807684851919777,3.5370862841635224
2026-07-14,4.326227863418422,0.0,8.812306470201676,3.668173299203626
2026-07-15,4.326227868483967,0.0,8.81692301112003,3.702143519451954
2026-07-16,4.326227496297852,0.0,8.821534433734723,3.860753197729101
2026-07-17,4.326227785279111,0.0,8.826141791060522,3.6499348828923543
2026-07-18,4.326227699373445,0.0,8.83074405338358,2.11462828523056
2026-07-19,4.326227693594448,0.0,8.835341705551881,2.620799127364231
