date,sarima,sarima_low,sarima_high,ml
2026-06-12,0.9307539050119185,0.0,3.331409619401312,0.9835458120855414
2026-06-13,0.8558446408500499,0.0,3.4400827183731666,0.24475174772738229
2026-06-14,0.8553554296273066,0.0,3.4688272178891024,0.439913471434205
2026-06-15,0.8367497226643066,0.0,3.4555715273996945,1.6273401031325843
2026-06-16,0.836063585586595,0.0,3.456106261118984,1.022107659729166
2026-06-17,0.8469802973977685,0.0,3.4674213801645286,1.0292176983563284
2026-06-18,0.8755225709105706,0.0,3.496161929436734,1.0014613707932511
2026-06-19,0.8781457958417157,0.0,3.5012927512060092,1.2830231842323807
2026-06-20,0.8645869986870967,0.0,3.488416283917809,1.1163533615698544
2026-06-21,0.8681028411114006,0.0,3.492211786746636,0.23595249154845965
2026-06-22,0.8638546227963183,0.0,3.4881334609660906,0.7223992823609994
2026-06-23,0.8642096581512493,0.0,3.4886227381603376,1.1776692123848105
2026-06-24,0.8677681244785038,0.0,3.4923025958132596,1.9466142767082866
2026-06-25,0.8765793204558084,0.0,3.5012303126820816,2.1206931995919502
2026-06-26,0.8774152875334598,0.0,3.5025683931131026,3.05601049354989
2026-06-27,0.8732843384377601,0.0,3.498672569025969,1.5845208514390854
2026-06-28,0.8743642471926313,0.0,3.49991015955729,1.5900716224987061
2026-06-29,0.8730678105205503,0.0,3.4987452180469925,1.9811291620729035
2026-06-30,0.873177140871055,0.0,3.4989764110890555,1.781989336767521
2026-07-01,0.8742651333779488,0.0,3.5001825823426653,2.838486346329406
2026-07-02,0.8769584721059009,0.0,3.5029926661308384,2.078531421276103
2026-07-03,0.8772140412930338,0.0,3.5034542872189314,2.1674950493399643
2026-07-04,0.8759514023222116,0.0,3.5023403180980686,2.187114554451369
2026-07-05,0.8762814927815928,0.0,3.502799105537203,1.6398337090273887
2026-07-06,0.8758852293244164,0.0,3.5025240897149477,2.647699703525845
2026-07-07,0.8759186482004596,0.0,3.5026758897357166,2.532550660876779
2026-07-08,0.8762512024248109,0.0,3.5031257061696874,1.7013069233115337
2026-07-09,0.8770744435134702,0.0,3.504065768570391,2.2267694895736407
2026-07-10,0.8771525603865816,0.0,3.504285329251375,1.5650019321765418
2026-07-11,0.8767666245333706,0.0,3.504025557883065,2.2108096214679227
