date,sarima,sarima_low,sarima_high,ml
2026-06-12,0.8020921602100409,0.0,3.0146210693698525,1.439313508706854
2026-06-13,0.6936236912625608,0.0,2.9079947533220327,0.8127806150621323
2026-06-14,0.7550582261405043,0.0,2.9695475511945073,1.034733768365841
2026-06-15,0.6916750791161537,0.0,2.9062615629699207,1.0981233098114402
2026-06-16,0.7057694416181741,0.0,2.9204524437401393,1.0616075449795006
2026-06-17,0.7962169437996927,0.0,3.0109964398057008,1.3366479482766125
2026-06-18,0.755124774973087,0.0,2.970000760018304,1.264351211991496
2026-06-19,0.7809133820375306,0.0,2.998249322161124,1.3893151524066567
2026-06-20,0.718180107182883,0.0,2.935646926746993,0.9902498518514121
2026-06-21,0.7565400915135113,0.0,2.97411152805703,1.0168906025300082
2026-06-22,0.7171231756173768,0.0,2.9347984382960117,2.3812940481675127
2026-06-23,0.7258894362697591,0.0,2.943668495305691,2.1159730072785745
2026-06-24,0.7821440368003278,0.0,3.0000268865444277,2.6082018479885245
2026-06-25,0.7565864119380545,0.0,2.974573047508292,1.4955480632191134
