date,sarima,sarima_low,sarima_high,ml
2026-06-20,6.780289435851794,2.2219627665080672,11.338616105195522,4.344105862615038
2026-06-21,7.377603960831792,2.6370961332082583,12.118111788455325,5.86880890639801
2026-06-22,7.509182190166433,2.7293004092071227,12.289063971125742,5.797036532889187
2026-06-23,7.547319110351223,2.7447406801679612,12.349897540534485,8.448398192694768
2026-06-24,7.548303417857051,2.726021713448664,12.370585122265439,7.527382738832796
2026-06-25,7.579063737280367,2.7377423930259344,12.4203850815348,8.080783470789784
2026-06-26,7.560450212114281,2.700285704831927,12.420614719396635,4.672779885932696
2026-06-27,7.547018715379768,2.6700414478750254,12.423995982884511,6.1598792054556055
2026-06-28,7.543429783482032,2.6483378582801924,12.438521708683872,6.256059438819956
2026-06-29,7.542235783286174,2.6288025281255543,12.455669038446795,3.524945805747088
2026-06-30,7.541115911070431,2.609347355105262,12.4728844670356,4.863911535832358
2026-07-01,7.541476300811482,2.5914272326879653,12.491525368934997,6.598032360816882
2026-07-02,7.538977331372604,2.570712244364919,12.50724241838029,7.701631113055427
2026-07-03,7.540566139748081,2.554150994998298,12.526981284497865,6.829413376188352
