timestamp,alert_probability
2026-06-12 00:00:00+03:00,0.018610624181942904
2026-06-12 01:00:00+03:00,0.010856197439466694
2026-06-12 02:00:00+03:00,0.012407082787961939
2026-06-12 03:00:00+03:00,0.021712394878933387
2026-06-12 04:00:00+03:00,0.023263280227428632
2026-06-12 05:00:00+03:00,0.017059738833447663
2026-06-12 06:00:00+03:00,0.01395796813645718
2026-06-12 07:00:00+03:00,0.00775442674247621
2026-06-12 08:00:00+03:00,0.009305312090971452
2026-06-12 09:00:00+03:00,0.017059738833447663
2026-06-12 10:00:00+03:00,0.021712394878933387
2026-06-12 11:00:00+03:00,0.021712394878933387
2026-06-12 12:00:00+03:00,0.018610624181942904
2026-06-12 13:00:00+03:00,0.02791593627291436
2026-06-12 14:00:00+03:00,0.02636505092441912
2026-06-12 15:00:00+03:00,0.01550885348495242
2026-06-12 16:00:00+03:00,0.018610624181942904
2026-06-12 17:00:00+03:00,0.017059738833447663
2026-06-12 18:00:00+03:00,0.018610624181942904
2026-06-12 19:00:00+03:00,0.017059738833447663
2026-06-12 20:00:00+03:00,0.017059738833447663
2026-06-12 21:00:00+03:00,0.020161509530438146
2026-06-12 22:00:00+03:00,0.01550885348495242
2026-06-12 23:00:00+03:00,0.01550885348495242
2026-06-13 00:00:00+03:00,0.004652656045485726
2026-06-13 01:00:00+03:00,0.009305312090971452
2026-06-13 02:00:00+03:00,0.017059738833447663
2026-06-13 03:00:00+03:00,0.020161509530438146
2026-06-13 04:00:00+03:00,0.024814165575923877
2026-06-13 05:00:00+03:00,0.024814165575923877
2026-06-13 06:00:00+03:00,0.020161509530438146
2026-06-13 07:00:00+03:00,0.018610624181942904
2026-06-13 08:00:00+03:00,0.01550885348495242
2026-06-13 09:00:00+03:00,0.02636505092441912
2026-06-13 10:00:00+03:00,0.018610624181942904
2026-06-13 11:00:00+03:00,0.023263280227428632
2026-06-13 12:00:00+03:00,0.018610624181942904
2026-06-13 13:00:00+03:00,0.01550885348495242
2026-06-13 14:00:00+03:00,0.01395796813645718
2026-06-13 15:00:00+03:00,0.01550885348495242
2026-06-13 16:00:00+03:00,0.012407082787961939
2026-06-13 17:00:00+03:00,0.010856197439466694
2026-06-13 18:00:00+03:00,0.010856197439466694
2026-06-13 19:00:00+03:00,0.00775442674247621
2026-06-13 20:00:00+03:00,0.004652656045485726
2026-06-13 21:00:00+03:00,0.009305312090971452
2026-06-13 22:00:00+03:00,0.009305312090971452
2026-06-13 23:00:00+03:00,0.00775442674247621
2026-06-14 00:00:00+03:00,0.00775442674247621
2026-06-14 01:00:00+03:00,0.00775442674247621
2026-06-14 02:00:00+03:00,0.01550885348495242
2026-06-14 03:00:00+03:00,0.018695217928224466
2026-06-14 04:00:00+03:00,0.023263280227428632
2026-06-14 05:00:00+03:00,0.02791593627291436
2026-06-14 06:00:00+03:00,0.023263280227428632
2026-06-14 07:00:00+03:00,0.010856197439466694
2026-06-14 08:00:00+03:00,0.006203541393980969
2026-06-14 09:00:00+03:00,0.017059738833447663
2026-06-14 10:00:00+03:00,0.01550885348495242
2026-06-14 11:00:00+03:00,0.010856197439466694
2026-06-14 12:00:00+03:00,0.00775442674247621
2026-06-14 13:00:00+03:00,0.010856197439466694
2026-06-14 14:00:00+03:00,0.009305312090971452
2026-06-14 15:00:00+03:00,0.0031017706969904846
2026-06-14 16:00:00+03:00,0.0031017706969904846
2026-06-14 17:00:00+03:00,0.0031017706969904846
2026-06-14 18:00:00+03:00,0.006203541393980969
2026-06-14 19:00:00+03:00,0.012407082787961939
2026-06-14 20:00:00+03:00,0.00775442674247621
2026-06-14 21:00:00+03:00,0.004652656045485726
2026-06-14 22:00:00+03:00,0.004652656045485726
2026-06-14 23:00:00+03:00,0.004652656045485726
2026-06-15 00:00:00+03:00,0.009305312090971452
2026-06-15 01:00:00+03:00,0.00775442674247621
2026-06-15 02:00:00+03:00,0.010856197439466694
2026-06-15 03:00:00+03:00,0.010856197439466694
2026-06-15 04:00:00+03:00,0.018610624181942904
2026-06-15 05:00:00+03:00,0.01550885348495242
2026-06-15 06:00:00+03:00,0.010856197439466694
2026-06-15 07:00:00+03:00,0.01550885348495242
2026-06-15 08:00:00+03:00,0.021712394878933387
2026-06-15 09:00:00+03:00,0.024814165575923877
2026-06-15 10:00:00+03:00,0.020161509530438146
2026-06-15 11:00:00+03:00,0.020161509530438146
2026-06-15 12:00:00+03:00,0.03101770696990484
2026-06-15 13:00:00+03:00,0.024814165575923877
2026-06-15 14:00:00+03:00,0.020161509530438146
2026-06-15 15:00:00+03:00,0.012407082787961939
2026-06-15 16:00:00+03:00,0.010856197439466694
2026-06-15 17:00:00+03:00,0.012407082787961939
2026-06-15 18:00:00+03:00,0.01395796813645718
2026-06-15 19:00:00+03:00,0.004652656045485726
2026-06-15 20:00:00+03:00,0.006203541393980969
2026-06-15 21:00:00+03:00,0.00775442674247621
2026-06-15 22:00:00+03:00,0.009305312090971452
2026-06-15 23:00:00+03:00,0.009305312090971452
2026-06-16 00:00:00+03:00,0.006203541393980969
2026-06-16 01:00:00+03:00,0.006203541393980969
2026-06-16 02:00:00+03:00,0.006203541393980969
2026-06-16 03:00:00+03:00,0.012407082787961939
2026-06-16 04:00:00+03:00,0.018610624181942904
2026-06-16 05:00:00+03:00,0.012407082787961939
2026-06-16 06:00:00+03:00,0.018610624181942904
2026-06-16 07:00:00+03:00,0.017059738833447663
2026-06-16 08:00:00+03:00,0.01395796813645718
2026-06-16 09:00:00+03:00,0.01395796813645718
2026-06-16 10:00:00+03:00,0.01395796813645718
2026-06-16 11:00:00+03:00,0.018610624181942904
2026-06-16 12:00:00+03:00,0.017059738833447663
2026-06-16 13:00:00+03:00,0.01550885348495242
2026-06-16 14:00:00+03:00,0.02791593627291436
2026-06-16 15:00:00+03:00,0.021712394878933387
2026-06-16 16:00:00+03:00,0.017059738833447663
2026-06-16 17:00:00+03:00,0.012407082787961939
2026-06-16 18:00:00+03:00,0.009305312090971452
2026-06-16 19:00:00+03:00,0.01395796813645718
2026-06-16 20:00:00+03:00,0.01550885348495242
2026-06-16 21:00:00+03:00,0.00775442674247621
2026-06-16 22:00:00+03:00,0.0031017706969904846
2026-06-16 23:00:00+03:00,0.004652656045485726
2026-06-17 00:00:00+03:00,0.0015508853484952423
2026-06-17 01:00:00+03:00,0.0
2026-06-17 02:00:00+03:00,0.0031017706969904846
