date,sarima,sarima_low,sarima_high,ml
2026-06-21,9.18123574088522,4.32087114357907,14.041600338191373,5.127769717510856
2026-06-22,10.629807202932389,5.625779777828992,15.633834628035785,9.441178711140505
2026-06-23,11.054443349001856,6.021470766625246,16.087415931378466,7.461000490595368
2026-06-24,11.004019714177737,5.953272029921332,16.05476739843414,9.796523486915651
2026-06-25,10.894661536612098,5.827874332929478,15.961448740294717,11.43655814840731
2026-06-26,10.930623735586291,5.848135100556398,16.013112370616184,11.905802785851016
2026-06-27,11.121204673778182,6.023113566399034,16.21929578115733,11.691418077811175
2026-06-28,10.993714567823066,5.885832454750223,16.10159668089591,4.374690481258454
2026-06-29,10.97159368698885,5.8497254744447185,16.093461899532983,8.265612103914167
2026-06-30,10.944328083962633,5.807687705324926,16.08096846260034,8.59965726823526
2026-07-01,10.95701636785612,5.805497854443111,16.10853488126913,8.2333046144407
2026-07-02,10.973258794281968,5.8068786611231005,16.139638927440835,10.61866243784034
2026-07-03,10.968426469162274,5.787222681769465,16.149630256555085,8.42842037007501
2026-07-04,10.941903793899417,5.745917817145731,16.137889770653103,10.06805639497942
2026-07-05,10.959673083237396,5.748071984900345,16.171274181574447,7.14798367227449
2026-07-06,10.962756265210762,5.736247490386902,16.189265040034623,8.904839838911906
2026-07-07,10.966555459557119,5.72529688583501,16.207814033279227,9.394587911042745
2026-07-08,10.964787585525393,5.708840998934621,16.220734172116167,9.21485702067311
2026-07-09,10.962524473821224,5.691934415075328,16.23311453256712,9.724347888470389
2026-07-10,10.9631977805251,5.6780054602742895,16.24839010077591,10.083514347943309
2026-07-11,10.966893283039882,5.6671390473900365,16.266647518689727,9.586311921258442
2026-07-12,10.964417422334629,5.6502590254175455,16.278575819251714,8.673050341575172
2026-07-13,10.963987831204246,5.6353755259837905,16.292600136424703,8.059941131155954
2026-07-14,10.963458475419895,5.62041563434016,16.306501316499627,9.285873009735907
2026-07-15,10.963704799840755,5.606267506956509,16.321142092725,9.62120373602712
2026-07-16,10.96402012755615,5.59222646152011,16.33581379359219,9.52929946783494
2026-07-17,10.963926313245407,5.577814452716214,16.3500381737746,9.293245660340768
2026-07-18,10.963411405226081,5.563019296802105,16.363803513650055,8.961441961309443
2026-07-19,10.96375637604582,5.549105533193518,16.378407218898122,9.730905500971886
2026-07-20,10.963816232565247,5.534956264692441,16.392676200438054,7.3232980637518015
