date,sarima,sarima_low,sarima_high,ml
2026-06-19,0.8890886259591692,0.0,3.3179173131625377,1.6814778664886187
2026-06-20,0.8316012781840211,0.0,3.2639398260343055,0.8287073491698678
2026-06-21,0.8694663544189958,0.0,3.301893410683551,0.3312690532009221
2026-06-22,0.830371950504243,0.0,3.2628483756184465,0.25147339549282216
2026-06-23,0.8593028665225773,0.0,3.291827072584336,0.456181186286488
2026-06-24,0.9165692050791557,0.0,3.3491411159350495,1.596749744013405
2026-06-25,0.8676588891443556,0.0,3.300278500264592,1.3101014500846797
2026-06-26,0.88498975184751,0.0,3.3187779728845874,1.5053848527510747
2026-06-27,0.8508194315313183,0.0,3.2846777373910694,1.291720623608575
2026-06-28,0.8764240079527623,0.0,3.31033326085703,0.7930312699067236
2026-06-29,0.8502146014049748,0.0,3.284173961728524,1.4012844434432044
2026-06-30,0.8696181662030134,0.0,3.303627593000063,2.124325091698528
2026-07-01,0.9080249811331977,0.0,3.3420844714661637,1.5239223321117963
2026-07-02,0.8752223205011922,0.0,3.30933187324919,2.1170023864730236
2026-07-03,0.8868456032051346,0.0,3.321598576947274,2.4682374234023223
2026-07-04,0.8639286083566958,0.0,3.2987465144586676,3.0728994543050994
2026-07-05,0.8811008192281523,0.0,3.315971007287892,2.05229464962165
2026-07-06,0.8635229671815894,0.0,3.298444865674152,3.0433784980161724
2026-07-07,0.8765363481054977,0.0,3.311509928742189,1.9728249600874703
2026-07-08,0.9022946310788952,0.0,3.337319891463086,3.9836252153937575
2026-07-09,0.8802948839929823,0.0,3.3153718229657363,2.510791828644061
2026-07-10,0.8880902662841769,0.0,3.323545641002341,1.1510548517665558
2026-07-11,0.872720534655063,0.0,3.308237496020289,2.166249518663801
2026-07-12,0.8842374143471147,0.0,3.319807561118562,1.2223048194688109
2026-07-13,0.8724484834528727,0.0,3.308071428327525,1.5625925974068628
2026-07-14,0.8811761623527755,0.0,3.3168518857613187,1.915980132842279
2026-07-15,0.8984514595348954,0.0,3.334179959452955,2.3118280999317378
2026-07-16,0.8836968980902086,0.0,3.319478173332161,1.7299645020418186
2026-07-17,0.8889250239659784,0.0,3.3249462116984785,2.0106224802457975
2026-07-18,0.8786170122954572,0.0,3.3146975905961855,2.9759219056009893
